글번호,노동지청명,사업장명,공사장명,인정일
1928,안산,신창F.A,,2018-10-07
1929,안산,안산환경산업(주),롯데쇼핑(주)롯데마트안산점,2018-10-07
1930,경기,동진폴리우레탄,,2018-10-08
1931,평택,안중현대서비스(주),,2018-10-08
1932,경기,주식회사씨맥,,2018-10-08
1933,평택,(주)엑스비,,2018-10-08
1934,평택,(주)홍우비앤티,,2018-10-08
1935,평택,주식회사아성,,2018-10-08
1936,평택,(주)유피엠,,2018-10-08
1937,목포,자람푸드농업회사법인주식회사,,2018-10-10
1938,목포,현대모터스부분정비,,2018-10-10
1939,목포,(주)삼육,,2018-10-10
1940,목포,세진산업(주)삼호지점,,2018-10-10
1941,포항,주식회사세인,,2018-10-10
1942,포항,청운산업,,2018-10-10
1943,포항,성실기업（주）,,2018-10-10
1944,포항,(주)백건종합개발,,2018-10-10
1945,포항,(주)성진E&I,,2018-10-10
1946,포항,(주)에이피엠,,2018-10-10
1947,포항,주식회사진안,,2018-10-10
1948,천안,백석이엔지（ENG）,,2018-10-10
1949,천안,（주）부흥금속,,2018-10-10
1950,천안,다담테크,,2018-10-10
1951,천안,동호기전(주),,2018-10-10
1952,천안,주식회사빌덱스,,2018-10-10
1953,천안,카프자동차정비（주）,,2018-10-10
1954,포항,주택관리공단(주),주택관리공단(주)포항창포1관리소,2018-10-10
1955,대구청,부영ENG,,2018-10-10
1956,대구청,주식회사기산,,2018-10-10
1957,청주,(주)디앤피이엔지,,2018-10-10
1958,대구청,디앤피이엔지,,2018-10-10
1959,대구청,샵테크,,2018-10-10
1960,대전청,(주)진성엘엔엘,,2018-10-10
1961,대전청,주식회사큐하이,,2018-10-10
1962,대전청,제이엠테크,,2018-10-10
1963,대전청,（주）야무진,,2018-10-10
1964,대전청,(주)삼표산업대전공장,,2018-10-10
1965,천안,국일철강산업주식회사,,2018-10-10
1966,천안,신일전자주식회사,,2018-10-10
1967,천안,(주)현대그린푸드/음식,모비스아산공장지점,2018-10-10
1968,포항,(주)엠서비스(시설관리),이앤지파워(시설관리),2018-10-10
1969,서산,(주)청우특수대산,,2018-10-10
1970,포항,(주)삼정기업,롯데쇼핑포항점,2018-10-10
1971,서산,(주)현대그린푸드,KCC대죽공장,2018-10-10
1972,서산,(주)현대그린푸드,현대오일뱅크,2018-10-10
1973,천안,(주)제이디오토모티브,,2018-10-10
1974,목포,주택관리공단(주),주택관리공단(주)목포연산１관리소,2018-10-10
1975,대전청,주식회사사모스,,2018-10-10
1976,천안,(주)신세계푸드,이마트 천안서북점,2018-10-10
1977,대전청,(주)제이앤디테크,,2018-10-10
1978,대전청,(주)보람씨앤에치,,2018-10-10
1979,포항,(주)삼구에프에스,롯데백화점 포항점,2018-10-10
1980,대구청,한국수자원공사군위지사,,2018-10-10
1981,천안,(주)예헌테크,,2018-10-10
1982,목포,롯데쇼핑(주),아울렛남악점,2018-10-10
1983,대전청,태형산업(주),,2018-10-10
1984,포항,주식회사에스피네이처/하역사업소,,2018-10-10
1985,대전청,(주)한화에스테이트,세종한화엘앤씨,2018-10-10
1986,포항,(주)다성/힘스내,,2018-10-10
1987,천안,(주)이티엠,(주)이티엠 펜타포트점,2018-10-10
1988,포항,(주)세루,롯데쇼핑(주)포항점,2018-10-10
1989,안양,（주）엔시스,,2018-10-11
1990,중부청,(주)엘파인,,2018-10-11
1991,중부청,주식회사페이지이앤피,,2018-10-11
1992,인천북부,(주)삼표산업인천몰탈공장,,2018-10-11
1993,중부청,(주)티제이산업,,2018-10-11
1994,창원,(주)고구려,,2018-10-11
1995,서울동부,연일판금,,2018-10-11
1996,서울동부,성신사,,2018-10-11
1997,서울동부,(주)벨코,,2018-10-11
1998,서울동부,신성화학,,2018-10-11
1999,안산,디아이스틸,,2018-10-11
2000,안산,에스씨지주식회사,,2018-10-11
2001,안산,(주)디씨엠,,2018-10-11
2002,안산,주식회사에스오엠,,2018-10-11
2003,안산,부성스틸(주),,2018-10-11
2004,경기,(주)히즈시스템,,2018-10-11
2005,안산,(주)대정이엔지,,2018-10-11
2006,안산,한창기술주식회사,,2018-10-11
2007,안산,한국지엠단원지정서비스,,2018-10-11
2008,안산,(주)에이원테크,,2018-10-11
2009,안산,(주)에이치케이,,2018-10-11
2010,안산,(주)동호테크,,2018-10-11
2011,부산청,주식회사태흥씨푸드,,2018-10-11
2012,부산북부,용궁프라스틱,,2018-10-11
2013,부산동부,(주)명성세이프,,2018-10-11
2014,부산동부,미래지오텍,,2018-10-11
2015,부산동부,（주）아로나,,2018-10-11
2016,부산북부,영진금속,,2018-10-11
2017,부산북부,(주)케이이엘,,2018-10-11
2018,부산북부,(주)성학스크린인쇄,,2018-10-11
2019,부산북부,(주)서한공업,,2018-10-11
2020,부산청,(주)서한공업도금공장,,2018-10-11
2021,서울남부,우지산업(주),이례빌딩,2018-10-11
2022,창원,(주)지지스틸텍창녕지점,,2018-10-11
2023,창원,지지산업(주)창녕지점,,2018-10-11
2024,창원,지지스틸(주)창녕공장,,2018-10-11
2025,창원,(주)씨앤씨컴퍼니,,2018-10-11
2026,창원,태주기업,,2018-10-11
2027,창원,강남산업주식회사,,2018-10-11
2028,창원,신우산업,,2018-10-11
2029,중부청,플러스병원,,2018-10-11
2030,서울관악,(주)현대그린푸드,기아차 구로사옥,2018-10-11
2031,진주,환경시설관리(주)사천,,2018-10-11
2032,부산북부,삼성물산(주),웰스토리르노삼성부산목련,2018-10-11
2033,서울관악,(주)서브원,엘지가산디지털센터관리소,2018-10-11
2034,창원,(주)태성기업,,2018-10-11
2035,서울관악,(주)현대그린푸드,기아차시흥 A/S지점,2018-10-11
2036,창원,일신해운(주)포특사업소,,2018-10-11
2037,부산북부,(주)신세계푸드,신세계푸드-서부산 이마트점,2018-10-11
2038,부산동부,(주)신세계푸드,신세계푸드/해운대이마트,2018-10-11
2039,안산,세일,,2018-10-11
2040,서울동부,(주)현대그린푸드,기아차성동정비사업소지점,2018-10-11
2041,창원,(주)기영,,2018-10-11
2042,서울강남,(주)현대그린푸드,현대백화점 무역센타지점,2018-10-11
2043,부산북부,동국티엠(TM),,2018-10-11
2044,서울동부,행당동한신아파트입주자대표회의,,2018-10-11
2045,부산동부,한국수자원공사동부하수처리장,,2018-10-11
2046,부산청,부산환경공단서부시설사업소,,2018-10-11
2047,부산동부,(주)신세계푸드,디알액시온-직원식당,2018-10-11
2048,안산,(주)신세계푸드,트레이더스 안산신길점,2018-10-11
2049,서울강남,(주)현대그린푸드,(주)현대그린푸드 현대오토웨이타워,2018-10-11
2050,서울강남,(주)현대그린푸드,(주)현대그린푸드 현대모비스본사,2018-10-11
2051,중부청,진성캐스트（주）,,2018-10-11
2052,부산북부,삼성물산(주),웰스토리르노삼성부산한마음,2018-10-11
2053,서울남부,교보리얼코주식회사,교보리얼코(교보증권사옥),2018-10-11
2054,창원,한화호텔앤드리조트(주),한화테크윈 창원2사업장점,2018-10-11
2055,부산북부,삼성물산(주),웰스토리르노삼성부산동백,2018-10-11
2056,부산북부,삼성물산(주),웰스토리르노삼성부산중앙,2018-10-11
2057,서울청,(주)신세계푸드,자니로켓 강남,2018-10-11
2058,창원,주식회사에프엠에스창원,,2018-10-11
2059,중부청,노벨산업(주),,2018-10-11
2060,중부청,（주）원봉-상용-인천국제공항탑승교유지관리용역(5기),,2018-10-11
2061,부산북부,삼성물산(주),웰스토리르노삼성부산장미,2018-10-11
2062,창원,주식회사대운기업,,2018-10-11
2063,강릉,동경카클리닉,,2018-10-12
2064,강릉,주식회사연어원,,2018-10-12
2065,영월,성락원,,2018-10-12
2066,충주,주식회사가온기업,,2018-10-12
2067,충주,올품퍼니처주식회사,,2018-10-12
2068,충주,아주야마이찌전기공업(주),,2018-10-12
2069,청주,(주)에스엠아이,,2018-10-12
2070,충주,(주)동학식품,,2018-10-12
2071,청주,（주）비전텍,,2018-10-12
2072,충주,첨단공업주식회사,,2018-10-12
2073,청주,(주)현대그린푸드,기아차청주서비스지점,2018-10-12
2074,광주청,삼성전자로지텍(주),삼성전자로지텍,2018-10-13
2075,여수,（주）스텝이엔지,,2018-10-14
2076,원주,(주)단정바이오,,2018-10-14
2077,울산,성우랜드(주)울산공장,,2018-10-14
2078,울산,하나테크,,2018-10-14
2079,전주,주식회사그린파이프,,2018-10-15
2080,제주,주택관리공단(주),주택관리공단주식회사동홍6관리소,2018-10-15
2081,제주,테크원시스템,,2018-10-15
2082,광주청,풍전나이스제과(주),,2018-10-16
2083,광주청,(주)유니온전기,,2018-10-16
2084,광주청,한국수자원공사영산강보관리단(승촌보),,2018-10-16
2085,광주청,주식회사와이디산업,,2018-10-16
2086,광주청,(주)위테크,,2018-10-16
2087,광주청,이지푸드영농조합법인,,2018-10-16
2088,광주청,우일정공,,2018-10-16
2089,광주청,(주)KT,(주)KT 수완지점,2018-10-16
2090,광주청,유은에이스,,2018-10-16
2091,광주청,윤푸드,,2018-10-16
2092,광주청,(주)현대그린푸드,현대모비스전남부품,2018-10-16
2093,광주청,주식회사알티엠,,2018-10-16
2094,광주청,선진기계,,2018-10-16
2095,광주청,(주)현대그린푸드,기아타이거즈함평,2018-10-16
2096,광주청,(주)행우메디칼,,2018-10-16
2097,광주청,국립공원관리공단내장산국립공원백암사무소,,2018-10-16
2098,광주청,한국수자원공사전남중부권지사,,2018-10-16
2099,광주청,(주)KT,(주)케이티 남광주지사,2018-10-16
2100,광주청,(주)KT,(주)KT나주지사,2018-10-16
2101,광주청,(주)KT,(주)케이티 서광주지사,2018-10-16
2102,광주청,(주)KT,(주)케이티 담양지사,2018-10-16
2103,대구서부,우진표면테크,,2018-10-16
2104,대구서부,에프엠정공,,2018-10-16
2105,대구서부,주식회사반석카본,,2018-10-16
2106,대구서부,창성산업,,2018-10-16
2107,대구서부,디.와이폴리머,,2018-10-16
2108,대구서부,동서정밀,,2018-10-16
2109,대구서부,보강산업,,2018-10-16
2110,대구서부,오성ENG,,2018-10-16
2111,대구서부,(주)폴리텍,,2018-10-16
2112,대구서부,주식회사에스피네이처대구사업소,,2018-10-16
2113,대구서부,주식회사케이엔테크,,2018-10-16
2114,대구서부,신현무역,,2018-10-16
2115,대구서부,유진금속,,2018-10-16
2116,대구서부,대신유통(DS),,2018-10-16
2117,대구서부,제이피앤씨(JP&C),,2018-10-16
2118,대구서부,현대씨앤알(주),현대대구,2018-10-16
2119,의정부,이룸데코,,2018-10-18
2120,의정부,대박가구,,2018-10-18
2121,의정부,세원기전주식회사,,2018-10-18
2122,의정부,한국정밀강구주식회사,,2018-10-18
2123,의정부,한성산업기계(주),,2018-10-18
2124,의정부,현암이앤지（ENG）,,2018-10-18
2125,군산,애니카랜드고창점,,2018-10-18
2126,익산,주식회사국도특장,,2018-10-18
2127,군산,송화식품,,2018-10-18
2128,고양,주식회사프라미스에이디,,2018-10-18
2129,고양,주식회사라임우드,,2018-10-18
2130,고양,현대모터스,,2018-10-18
2131,고양,미래아이디,,2018-10-18
2132,고양,MBA모터스,,2018-10-18
2133,고양,유브이테크,,2018-10-18
2134,고양,안전공업사,,2018-10-18
2135,고양,(주)엘엠,,2018-10-18
2136,고양,（주）씨엘블루,,2018-10-18
2137,의정부,주식회사다오라전기,,2018-10-18
2138,고양,주식회사더타임,,2018-10-18
2139,고양,사이언스타임,,2018-10-18
2140,의정부,(주)하이푸드,,2018-10-18
2141,의정부,주식회사에스엔디산업,,2018-10-18
2142,의정부,(주)스마일푸드,,2018-10-18
2143,의정부,동영화섬,,2018-10-18
2144,고양,케이엔씨푸드(주),,2018-10-18
2145,구미,시온TA/코오롱인더스트리(주)구미공장,,2018-10-18
2146,구미,혜강기업/코오롱인더스트리(주),,2018-10-18
2147,구미,엠티엘기업,,2018-10-18
2148,구미,영인기업/코오롱인더스트리(주)구미공장,,2018-10-18
2149,구미,태홍/코오롱인더스트리(주)구미공장,,2018-10-18
2150,구미,능인기업/코오롱인더스트리(주)구미공장,,2018-10-18
2151,구미,진우실업/코오롱인더스트리(주)구미공장,,2018-10-18
2152,구미,명성기업,,2018-10-18
2153,구미,제이에스텍,,2018-10-18
2154,구미,(주)예일테크,,2018-10-18
2155,구미,세진산업,,2018-10-18
2156,구미,신승테크(주),,2018-10-18
2157,구미,성도산업,,2018-10-18
2158,구미,한국물류,,2018-10-18
2159,구미,(주)글로잭/KH바텍(주)2공장,,2018-10-18
2160,구미,주식회사에스케이테크,,2018-10-18
2161,구미,(주)울랜드,,2018-10-18
2162,구미,（주)다이나톤,,2018-10-18
2163,영주,(주)덕산지에스,,2018-10-18
2164,성남,라온시스템가구(주),,2018-10-18
2165,구미,효성고속관광(주),,2018-10-18
2166,성남,청명테크,,2018-10-18
2167,성남,디엔디(주),,2018-10-18
2168,구미,중앙개발,,2018-10-18
2169,성남,대교디앤에스이천마이다스,,2018-10-18
2170,군산,환경시설관리(주)부안(진서),,2018-10-18
2171,의정부,에코R&C,,2018-10-18
2172,성남,(주)파리크라상(일괄직영점),파스쿠찌 분당서울대병원점,2018-10-18
2173,성남,（주）고려에스티중대동지점,,2018-10-18
2174,성남,(주)서영철강,,2018-10-18
2175,의정부,데이몬월드와이드코리아클럽데몬스트레이션,의정부점,2018-10-18
2176,구미,(주)제네원,,2018-10-18
2177,익산,（주）한국종합주택관리익산인화행복주택관리소,,2018-10-18
2178,구미,동우가공,,2018-10-18
2179,구미,우진/코오롱인더스트리(주)구미공장,,2018-10-18
2180,군산,(주)신세계푸드,군산이마트,2018-10-18
2181,구미,성일코오드/코오롱인더스트리(주)구미공장,,2018-10-18
2182,성남,매직,,2018-10-18
2183,성남,(주)씨에이치엠,(주)씨에이치엠(SK플래닛판교사옥),2018-10-18
2184,성남,(주)고려에스티,,2018-10-18
2185,고양,(주)스타벅스커피코리아,스타필드고양1F(리저브),2018-10-18
2186,성남,다솜산업,,2018-10-18
2187,성남,창대산업,,2018-10-18
2188,군산,환경시설관리(주)부안,,2018-10-18
2189,성남,(주)선진FS,,2018-10-18
2190,익산,(주)신세계푸드,익산이마트,2018-10-18
2191,부천,(주)삼대전기,,2018-10-19
2192,부천,(주)대현,,2018-10-19
2193,부천,주식회사엠비가구,,2018-10-19
2194,부천,(주)케이씨이씨,,2018-10-19
2195,부천,(주)타임코리아,,2018-10-19
2196,부천,가스웨이텍(주),,2018-10-19
2197,부천,(주)원일정기,,2018-10-19
2198,부천,주식회사두경티앤씨,,2018-10-19
2199,부천,(복지법인)(사복)한국장로교복지재단부천시경로주간보호센터,,2018-10-19
2200,부천,(주)신세계푸드,신세계푸드-부천이마트,2018-10-19
2201,부천,부천부흥중학교,,2018-10-19
2202,부천,(주)스타벅스커피코리아,부천플레이도시,2018-10-19
2203,부천,역곡고등학교,,2018-10-19
2204,부천,(주)신세계푸드,신세계푸드-SP반도체,2018-10-19
2205,대구서부,주식회사콤파스,,2018-10-20
2206,부천,(주)디자인파크개발,,2018-10-21
2207,부천,베스트화학기계공업（주）,,2018-10-21
2208,부천,진우금속주식회사,,2018-10-21
2209,부천,(주)에이치에스건설산업,,2018-10-21
2210,창원,한성산업사,,2018-10-21
2211,부천,대경종합관리주식회사-마송휴먼시아9단지,,2018-10-21
2212,창원,(주)신세계푸드,신세계푸드 - 두산중공업,2018-10-21
2213,창원,주식회사솔빛조경-(상용)중공업조경관리계약,주식회사솔빛조경-두산중공업조경관리계약,2018-10-21
2214,진주,삼성웰스토리（주）,웰스토리경상대학생생활관,2018-10-21
2215,창원,일월포장물류,,2018-10-21
2216,창원,주식회사하누리,,2018-10-21
2217,포항,해민기업(주),,2018-10-22
2218,포항,주식회사지에스이-동국에스엔씨2공장내,,2018-10-22
2219,포항,주식회사에스피네이처포항슬래그사업소,,2018-10-22
2220,청주,제룡산업(주),,2018-10-23
2221,충주,혜성테프론（주）,,2018-10-23
2222,청주,롯데쇼핑(주),롯데쇼핑(주) 아울렛 청주점,2018-10-23
2223,제주,(주)진산비버리지,,2018-10-24
2224,제주,다다바스,,2018-10-24
2225,창원,주식회사태영엔지니어링,,2018-10-25
2226,서울동부,주식회사영우데칼,,2018-10-25
2227,서울관악,（주）에이엔씨디자인,,2018-10-25
2228,서울관악,포스텍네트웍스(주）,,2018-10-25
2229,서울관악,자이에스앤디(주)가산디지털센터_빌딩,,2018-10-25
2230,서울관악,(주)동우유니온,가산디지털센터(서브원),2018-10-25
2231,울산,(주)강진산업,,2018-10-25
2232,울산,대동(大同),,2018-10-25
2233,울산,이노테크,,2018-10-25
2234,울산,주식회사프로텍트,(주)프로텍트/엘에스니꼬동제련,2018-10-25
2235,울산,(주)주평,,2018-10-25
2236,서울관악,대경폴리텍주식회사,,2018-10-25
2237,서울관악,성일기계,,2018-10-25
2238,울산,주식회사보성엔텍,,2018-10-25
2239,울산,주식회사성운테크,,2018-10-25
2240,울산,(주)경남이엔지,,2018-10-25
2241,울산,주식회사덕산이엔지,,2018-10-25
2242,울산,(주)코린화학,,2018-10-25
2243,울산,UNSCHEM(유엔에스캠),,2018-10-25
2244,울산,금산기업,,2018-10-25
2245,울산,주식회사지케이건설기계종합센터,,2018-10-25
2246,울산,덕산갈바텍(주),,2018-10-25
2247,울산,현영기업,,2018-10-25
2248,울산,해도산업주식회사,,2018-10-25
2249,울산,인향,,2018-10-25
2250,울산,(주)대영전장,,2018-10-25
2251,울산,명신ENG,,2018-10-25
2252,울산,큐이텍(QE-tech),,2018-10-25
2253,울산,벽진이엔지,,2018-10-25
2254,울산,현진엔지니어링주식회사,,2018-10-25
2255,울산,주식회사영신이엔지,,2018-10-25
2256,울산,영풍기공,,2018-10-25
2257,울산,주식회사만석,,2018-10-25
2258,울산,혜성정밀,,2018-10-25
2259,창원,하성테크(주),,2018-10-25
2260,울산,주식회사동천이엔지,,2018-10-25
2261,울산,유하씨엔피,,2018-10-25
2262,울산,(주)덴코,,2018-10-25
2263,울산,(주)세영기업,,2018-10-25
2264,울산,청광기업,,2018-10-25
2265,창원,성진기전(유),,2018-10-25
2266,창원,한진기업주식회사,,2018-10-25
2267,창원,현성기전(유),,2018-10-25
2268,울산,(주)자연테크,,2018-10-25
2269,울산,(주)태경테크-세진중공업,,2018-10-25
2270,울산,주식회사동산,,2018-10-25
2271,서울남부,(주)현대그린푸드,현대백화점 목동지점,2018-10-25
2272,창원,주식회사로훈,,2018-10-25
2273,서울청,(주)에스원,생명서초,2018-10-25
2274,울산,(주)더굿이엔지,,2018-10-25
2275,창원,(주)세명텍,,2018-10-25
2276,창원,(주)신세계푸드,신세계푸드-동서식품창원공장,2018-10-25
2277,울산,유한회사태안,,2018-10-25
2278,울산,(주)신성중기물류,,2018-10-25
2279,창원,(주)삼구아이앤씨-건물등종합관리,(주)삼구아이앤씨-건물등종합관리,2018-10-25
2280,창원,주택관리공단(주)(901)(주),주택관리공단（주）마산중리관리소,2018-10-25
2281,울산,영원기업(태광산업3공장),,2018-10-25
2282,울산,(주)현대그린푸드,(주)현대그린푸드/음식,2018-10-25
2283,울산,(주)현대그린푸드,한일이화,2018-10-25
2284,울산,경원산업,,2018-10-25
2285,울산,제이씨케미칼주식회사,,2018-10-25
2286,창원,주식회사신진산업,,2018-10-25
2287,창원,주식회사두영산업,,2018-10-25
2288,창원,(주)대경엠텍,,2018-10-25
2289,창원,린데코리아(주)창원공장,,2018-10-25
2290,서울동부,나사산업안전(주)_건물등관리사업,이마트왕십리점,2018-10-25
2291,창원,(주)엠비에스코퍼레이션,,2018-10-25
2292,창원,(주)삼구아이앤씨-건물등종합관리,(주)삼구아이앤씨-건물등종합관리,2018-10-25
2293,경기,오토센서코리아(주),,2018-10-26
2294,경기,(주)조인엔터프라이즈,,2018-10-26
2295,경기,제일탄소주식회사,,2018-10-26
2296,경기,주식회사타비엔지,,2018-10-26
2297,경기,(주)제이앤에스,,2018-10-26
2298,경기,(주)신신,,2018-10-26
2299,청주,(주)태림피앤비,,2018-10-26
2300,청주,월드정밀,,2018-10-26
2301,청주,（주）신성엠텍,,2018-10-26
2302,청주,주식회사클레버,,2018-10-26
2303,충주,(주)태공식품,,2018-10-26
2304,경기,(주)인텍,,2018-10-26
2305,평택,주식회사크로스팩,,2018-10-26
2306,청주,환경시설관리(주)진천,,2018-10-26
2307,경기,(주)넥스틴,,2018-10-26
2308,평택,린데코리아(주)현곡,,2018-10-26
2309,평택,운산초등학교,,2018-10-26
2310,경기,남양노비텍주식회사,,2018-10-26
2311,경기,서평초등학교,,2018-10-26
2312,경기,주식회사세븐이엔지,,2018-10-26
2313,평택,티에마(주),,2018-10-26
2314,평택,농업회사법인한국지엠피주식회사,,2018-10-26
2315,평택,(주)서원수출포장,,2018-10-26
2316,경기,거안디자인,,2018-10-26
2317,청주,청주시립율량1어린이집,,2018-10-26
2318,청주,(주)현대그린푸드,현대모비스 오창부품,2018-10-26
2319,평택,죽백초등학교,,2018-10-26
2320,평택,주)유일에스디아이,,2018-10-26
2321,충주,합자회사동성,,2018-10-26
2322,경기,현진에코팩,,2018-10-26
2323,경기,윤하ING(주),,2018-10-26
2324,경기,(주)네오시스템,,2018-10-26
2325,경기,일월초등학교,,2018-10-26
2326,경기,입북초등학교,,2018-10-26
2327,경기,영생고등학교,,2018-10-26
2328,경기,（주）영신팩,,2018-10-26
2329,경기,(주)그린원,,2018-10-26
2330,평택,화성초등학교,,2018-10-26
2331,평택,경동에너텍,,2018-10-26
2332,경기,신성정밀,,2018-10-26
2333,평택,(주)유풍,,2018-10-26
2334,평택,(주)코닉스,,2018-10-26
2335,평택,(주)엘케이시스템즈,,2018-10-26
2336,경기,롯데자산개발(주),롯데자산개발(주) 롯데몰수원점,2018-10-26
2337,경기,하길고등학교,,2018-10-26
2338,경기,한국키파(주),,2018-10-26
2339,평택,용이초등학교(직장),,2018-10-26
2340,안산,（주）델타휴,,2018-10-28
2341,안산,주식회사세븐이엔지,,2018-10-28
2342,경기,대동상공주식회사,,2018-10-28
2343,서울관악,마이크로인스펙션(주),,2018-10-28
2344,서울청,비알코리아(주),비알코리아(주) 배스킨라빈스 반포서래마을,2018-10-28
2345,서울강남,(주)파리크라상,㈜파리크라상 라그릴리아 강남스퀘어점,2018-10-28
2346,서울청,(주)파리크라상,(주)파리크라상 파리바게트 강남중앙점,2018-10-28
2347,안양,신신전자공업（주）,,2018-10-28
2348,경기,(주)제이앤씨,,2018-10-28
2349,서울청(서초),(주)파리크라상(일괄직영점),반포서래(PC),2018-10-28
2350,보령,아이엠피,,2018-10-28
2351,대전청,주택관리공단(주),주택관리공단(주)대전중촌2관리소,2018-10-28
2352,보령,신성기업주식회사,,2018-10-28
2353,대전청,주택관리공단(주),주택관리공단(주)신관6관리소,2018-10-28
2354,서울강남,(주)파리크라상(일괄직영점),㈜ 파리크라상 SPC스퀘어 라뜰리에 베라피자,2018-10-28
2355,보령,(주)창성,,2018-10-28
2356,보령,에이엔아이테크주식회사,,2018-10-28
2357,인천북부,(주)에스앤에스원,부삼사업소,2018-10-28
2358,서울남부,비알코리아(주)/도소매업,비알코리아(주) 던킨도너츠 타임스퀘어,2018-10-28
2359,보령,주식회사화인,,2018-10-28
2360,포항,(주)순양전자,,2018-10-29
2361,포항,DAEL,,2018-10-29
2362,포항,주식회사에스피네이처슈레다사업소,,2018-10-29
2363,포항,(주)티씨씨강판포항2공장,,2018-10-29
2364,포항,(주)티씨씨강판,,2018-10-29
2365,포항,삼동허브주식회사,,2018-10-29
2366,의정부,(주)경기자동차,,2018-10-29
2367,고양,주식회사티원,,2018-10-29
2368,포항,케이디에프에스주식회사,KT포항,2018-10-29
2369,포항,지엠텍주식회사,,2018-10-29
2370,목포,주택관리공단(주),주택관리공단(주)무안남악회룡마을관리소,2018-10-29
2371,포항,씨앤알테크주식회사,,2018-10-29
2372,포항,스쿨문구,,2018-10-29
2373,포항,(주)현대그린푸드,(주)현대그린푸드/음식,2018-10-29
2374,보령,(주)나무들청양공장,,2018-10-30
2375,서산,미고ENG,,2018-10-30
2376,부산북부,한일플라스틱(주),,2018-10-30
2377,대전청,주식회사컨트로맥스(Contromax),,2018-10-30
2378,대전청,(주)한남이노텍,,2018-10-30
2379,대전청,주식회사동진제약,,2018-10-30
2380,대전청,농업회사법인주식회사안성식품,,2018-10-30
2381,대전청,우성어패럴,,2018-10-30
2382,대전청,(주)현대그린푸드,KCC천안지점,2018-10-30
2383,대전청,한화호텔앤드리조트(주),한화국토개발(주)부강2점,2018-10-30
2384,대전청,주식회사우림,,2018-10-30
2385,대전청,주식회사도원로지스,,2018-10-30
2386,대전청,나사산업안전(주)-전기기계기구제조업,SK이노베이션-배터리개발동,2018-10-30
2387,서산,에이원종합건설(주)/건설일괄,롯데케미칼 대산공장 토건 부문 년간 단가도급 계약,2018-10-30
2388,대전청,(주)지성,,2018-10-30
2389,대전청,논산농약마트,,2018-10-30
2390,대전청,프로종합관리(주),대전도시철도공사 판암기지,2018-10-30
2391,부산청,주식회사엠와이스틸,,2018-10-30
2392,대전청,(주)티에스티,,2018-10-30
2393,대전청,브릭스(BLIX),,2018-10-30
2394,대전청,(주)알엔에스,,2018-10-30
2395,부산동부,대흥사,,2018-10-30
2396,대전청,에스엠정밀（주）,,2018-10-30
2397,대전청,유한회사한스바이오텍,,2018-10-30
2398,보령,（유）해창이엔지,,2018-10-30
2399,대전청,(주)서현인터내셔날,,2018-10-30
2400,대전청,(주)파셉,,2018-10-30
2401,대전청,태광이앤씨(주)대전도시철도공사,태광이앤씨(주)대전도시철도공사,2018-10-30
2402,보령,환경시설관리(주)청양,,2018-10-30
2403,대구청,평산정공,,2018-10-31
2404,대구청,뚝배기식품,,2018-10-31
2405,대구청,한민절곡공업사,,2018-10-31
2406,대구청,정원자동문,,2018-10-31
2407,대구청,세화이엔지,,2018-10-31
2408,대구청,선영통상,,2018-10-31
2409,대구청,(주)동서디앤씨,,2018-10-31
2410,대구청,주식회사에스피네이처영천사업소,,2018-10-31
2411,대구청,금표푸드,,2018-10-31
2412,대구청,(주)화랑,,2018-10-31
2413,대구청,삼우정밀,,2018-10-31
2414,대구청,대성테크,,2018-10-31
2415,대구청,주식회사가온푸드,,2018-10-31
2416,대구청,정원산업,,2018-10-31
2417,대구청,(주)두잉씨앤에스,동아백화점 대구 수성점,2018-10-31
2418,대구청,해바라기365노인복지센터,,2018-10-31
2419,대구청,주식회사지에이치브이,,2018-10-31
2420,대구청,(주)이랜드리테일,이랜드리테일/동아백화점수성점,2018-10-31
2421,대구청,(주)케이티,(주)케이티 동대구유선운용센터,2018-10-31
2422,대구청,행운이365노인복지센터,,2018-10-31
2423,대구청,(주)신세계푸드,신세계푸드-만촌이마트,2018-10-31
2424,서울청,주식회사신정문화사,,2018-11-01
2425,서울청,세일포커스주식회사,,2018-11-01
2426,서울청,주식회사태산인디고,,2018-11-01
2427,서울청,(주)현대아트컴,,2018-11-01
2428,서울청,한림원주식회사,,2018-11-01
2429,서울청,집문당,,2018-11-01
2430,서울청,(주)해동특수지,,2018-11-01
2431,서울청,(주)호텔신라,,2018-11-01
2432,여수,(주)티지에프,,2018-11-01
2433,여수,(주)엔시테크,,2018-11-01
2434,여수,동산엔지니어링,,2018-11-01
2435,여수,DA메트리얼(주),,2018-11-01
2436,여수,에스엠테크주식회사,,2018-11-01
2437,여수,기아오토큐학동점유한회사,,2018-11-01
2438,서울서부,(주)소미미디어,,2018-11-01
2439,양산,（주）대한테크,,2018-11-01
2440,전주,디어마이우드,,2018-11-01
2441,전주,효자점기아오토큐,,2018-11-01
2442,전주,한국쓰리축공업(주),,2018-11-01
2443,전주,무주번호판제작소,,2018-11-01
2444,전주,（주）재성,,2018-11-01
2445,전주,(주)신세계푸드,전주이마트점,2018-11-01
2446,서울북부,주식회사김스애드,,2018-11-01
2447,서울북부,동성자동차공업주식회사,,2018-11-01
2448,천안,정진,,2018-11-01
2449,천안,주식회사웨코,,2018-11-01
